AUTHOR,PUBLICATION DATE,TITLE,Thesis #,FILE NAME,Online
"Deng, Jianxun",1997,Hydrodynamics Of A Cold Circulating Fluidized Bed,,,https://search.proquest.com/docview/304357172?accountid=452
"Deodeshmukh, Vinay Prakash",2002,Electrochemical Polarization And Hydrogen Permeation Behavior Of Carbon Steels Proposed For Yucca Mountain Repository,,,https://search.proquest.com/docview/250236834?accountid=452
"DePolo, Craig M. ",1989.0,"Seismotectonics of theWhite Mountains fault system, east-central California and west-central Nevada",2488.0,"Mackay156_DePolo.pdf, Mackay156_DePolo_map_0001.jpg, Mackay156_DePolo_map_0002.jpg",
"Depolo, Craig Michael",1989,"Seismotectonics Of The White Mountains Fault System, East-Central California And West-Central Nevada",,,https://search.proquest.com/docview/303781483?accountid=452
"Depolo, Craig Michael",1998,"A Reconnaissance Technique For Estimating The Slip Rates Of Normal-Slip Faults In The Great Basin, And Application To Faults In Nevada, United States Of America",,,https://search.proquest.com/docview/304438753?accountid=452
"Depolo, Ronald Anthony",1995,"A Statistical History Of Nevada'S Mining Industry, Gaming Industry, And Population",,,https://search.proquest.com/docview/304203860?accountid=452
"Derby, Sean",2012,"Depositional Modes Of Manganese Oxides At Artillery Peak, Mohave County, Arizona",,,https://search.proquest.com/docview/1024284986?accountid=452
"Dering, Gregory M.",2013,"Structural Controls Of The Tuscarora Geothermal Field, Elko County, Nevada",,,https://search.proquest.com/docview/1416344366?accountid=452
"Deruyter, Tanna",2014,Modeling Halophytic Plants To Improve Agricultural Production And Water Quality In Arid And Semi-Arid Regions,,,https://search.proquest.com/docview/1560298677?accountid=452
"Desilets, Mario Octave",1991.0,"Ion pedogeochemistry of the Kinsley Mountains deposit, Nevada",2930.0,Mackay158_Desilets.pdf,http://search.proquest.com/docview/220065826/abstract?accountid=452
"Desilets, Mario Octave",1992,"Ion Pedogeochemistry Of The Kinsley Mountains Deposit, Nevada",,,https://search.proquest.com/docview/220065826?accountid=452
"Desormeau, Joel W.",2016,Temporal And Petrological Constraints Of Ultrahigh-Pressure Metamorphism And Exhumation Of Crustal Material From Mantle Depths To Earth'S Surface: Insights From A Large And Small Uhp Terrane,,,https://search.proquest.com/docview/1808419109?accountid=452
"Desrochers, Gary J.",1984.0,"Geology of part of the Hilltop district, Lander County, Nevada",1878.0,"Mackay159_Desrochers.pdf, Mackay159_Desrochers_map_0001.jpg, Mackay159_Desrochers_map_0002.jpg, Mackay159_Desrochers_map_0003.jpg",
"Desrochers, Gary John",1984,"Geology Of Part Of The Hilltop District Lander County, Nevada.",,,https://search.proquest.com/docview/303301012?accountid=452
"Devkota, Rajan",2013,Mechanistic Water Balance Approach For Reconstructing Past Streamflow Using Tree Ring (Proxy) Records,,,https://search.proquest.com/docview/1445975605?accountid=452
"Dewitt, Alexander Belton",1999,"Alteration, Geochemical Dispersion, And Ore Controls At The Ssx Mine, Jerritt Canyon District, Elko County, Nevada",,,https://search.proquest.com/docview/304512261?accountid=452
"Dewyk, Bruce  H. ",1963.0,"The use of punch cards in ore estimation and grade control at the Keystone mine, Silver City district, Nevada",Tm D524,Mackay160_Dewyk.pdf,
"Dey, Debashis ",1993.0,Grain growth of ZnO during liquid phase sintering  with Bi2O3,3102.0,Mackay161_Dey.pdf,
"Dey, Debashis",1993,Grain Growth Of Zinc Oxide During Liquid Phase Sintering With Bismuth Trioxide,,,https://search.proquest.com/docview/304080481?accountid=452
"Deyoung, Susan",2007,"A Sulfur Isotope Study Of Granitic Plutons In The Great Basin, Western United States: Implications For Magma-Crust Interaction And Crustal Architecture",,,https://search.proquest.com/docview/304827664?accountid=452
"Dhar, Mahesh Singh",2010,"Station Delays, Their Standard Deviations, And Event Relocations In The Reno-Area Basin From A Dense Usarray Flexible Array Deployment During The 2008 West Reno Earthquake Swarm",,,https://search.proquest.com/docview/755052944?accountid=452
"Di Fiori, Russell Vincent",2014,Focused Geologic Mapping And Structural Analysis Of The Southern Eureka Mining District; Assessing Structural Controls And Spatial Patterns Of Mineralization,,,https://search.proquest.com/docview/1560300352?accountid=452
"Diehl, Frank ",1986.0,Desulfurization of coal using freon-113 as a dense media separation fluid,2059.0,Mackay162_Diehl.pdf,
"Diehl, Frank Oliver",1986,"Desulfurization Of Coal Using Freon-113 As A Dense Media Separation Fluid (Sulfur, Pyrite)",,,https://search.proquest.com/docview/303430321?accountid=452
"Dierkhising, Joseph",2015,"Development And Application Of Avo Methods And Seismic Attribute Analysis For Characterization Of The San Emidio Geothermal Reservoir, Northwestern Nevada",,,https://search.proquest.com/docview/1697862010?accountid=452
"Dilts, Thomas E.",2007,Morphometric Characterization Of Artificial Post-Mining Landforms And Natural Landforms Using A Geographic Information System,,,https://search.proquest.com/docview/304826826?accountid=452
"Ding, Wei ",1991.0,Phase transition study of thermal energy storage materials AMPL-NPG solid solution,2864.0,Mackay163_Ding.pdf,
"Dingemans, Theodore",2014,"3000 Years Of Environmental Change At Zaca Lake, California, Usa",,,https://search.proquest.com/docview/1560299261?accountid=452
"Dinger, James Sheldon",1977.0,"Relation between surficial geology and near-surface ground-water quality, Las Vegas Valley, Nevada",1174.0,"Mackay164_Dinger.pdf, Mackay164_Dinger_map_0001.jpg, Mackay164_Dinger_map_0002.jpg, Mackay164_Dinger_map_0003.jpg",http://search.proquest.com/docview/302851552/citation/97531A1E2AC14715PQ/1?accountid=452
"Dinger, James Sheldon",1977,"Relation Between Surficial Geology And Near-Surface Groundwater Quality, Las Vegas Valley, Nevada.",,,https://search.proquest.com/docview/302851552?accountid=452
"Dircksen, Paul Eric",1975.0,"Geology and mineralization of the Pine Grove-Rockland mining districts, Lyon County, Nevada",929.0,"Mackay165_Dircksen.pdf, Mackay165_Dircksen_map_0001.jpg, Mackay165_Dircksen_map_0002.jpg, Mackay165_Dircksen_map_0003.jpg, Mackay165_Dircksen_map_0004.jpg, Mackay165_Dircksen_map_0005.jpg, Mackay165_Dircksen_map_0006.jpg, Mackay165_Dircksen_map_0007.jpg, Mackay165_Dircksen_map_0008.jpg, Mackay165_Dircksen_map_0009.jpg, Mackay165_Dircksen_map_0010.jpg",
"Dittrich, Amira C.",2013,Summer Water Source Partitioning By Piñon And Juniper: Quantifying Water Source And Total Water Use By Two Great Basin Tree Species In Central Nevada,,,https://search.proquest.com/docview/1445975953?accountid=452
"Divens, Donald  F.",1957.0,"Geology of the Telegraph Pass area, Diamond Range, White Pine County, Nevada",Tm D618,"Mackay166_Divens.pdf, Mackay166_Divens_map_0001.jpg, Mackay166_Divens_map_0002.jpg",
"Divi, Suresh Chandra",2008,Electrochemical Corrosion Study Of Structural Materials In Complex Multi-Ionic Solutions,,,https://search.proquest.com/docview/219930386?accountid=452
"Dix, Russell B.",1981.0,The kinetics of chlorine leaching of zinc-lead sulfide flotation concentrates,1615.0,Mackay167_Dix.pdf,
"Dix, Russell Barry",1982,The Kinetics Of Chlorine Leaching Of Zinc-Lead Sulfide Flotation Concentrates.,,,https://search.proquest.com/docview/303248873?accountid=452
"Dixon, David G.",1992.0,Predicting the kinetics of heap leaching with unsteady-state models,3053.0,Mackay171_DixonD.pdf,http://search.proquest.com/docview/304013737/abstract?accountid=452
"Dixon, David Grant",1992,Predicting The Kinetics Of Heap Leaching With Unsteady State Models,,,https://search.proquest.com/docview/304013737?accountid=452
"Dixon, James B.",1977.0,"Geology of the Wild Horse Canyon area, Fox Range, Washoe County, Nevada",1138.0,"Mackay168_DixonJ.pdf, Mackay168_DixonJ_map_0001.jpg, Mackay168_DixonJ_map_0002.jpg",http://search.proquest.com/docview/302851372/citation/F6AA8D9F65EF4D91PQ/1?accountid=452
"Dixon, James Bennett",1977,"Geology Of The Wild Horse Canyon Area, Fox Range, Washoe County, Nevada.",,,https://search.proquest.com/docview/302851372?accountid=452
"Dixon, Richard Frederick",1963.0,Hydrocyclone and rubber-lined pump testing at Braden Copper Company,Tm D6121,Mackay169_DixonRF.pdf,
"Dixon, Richard Lee",1971.0," The geology and ore deposits of the Red Canyon mining district, Douglas County, Nevada",624.0,Mackay170_DixonRL.pdf,
"Dolbier, Rachel Anne",2001,"Origin, Distribution, And Diagenesis Of Clay Minerals In The Albian Pinda Formation, Offshore Cabinda, Angola",,,https://search.proquest.com/docview/250939850?accountid=452
"Dolloff, Michael R.",2011,"Interpreting Global Emissions Scenarios Into A Local Scale Urban Growth Model: Truckee Meadows Metropolitan Region, Nv, Usa",,,https://search.proquest.com/docview/873897462?accountid=452
"Domenico, Patrick Anthony",1967.0,Valuation of a ground-water supply for management and development,179.0,Mackay172_Domenico.pdf,
"Domenico, Patrick Anthony",1967,Valuation Of A Groundwater Supply For Management And Development,,,https://search.proquest.com/docview/302239044?accountid=452
"Donald, Jonathon",2014,"Relationships Of Piñon Juniper Woodland Expansion And Climate Trends In The Walker Basin, Nevada",,,https://search.proquest.com/docview/1618232966?accountid=452
"Donaldson, Susan Grube",1994.0,Enhancement of photodegradation of pesticides by transport upward in evaporating water,3300.0,Mackay173_Donaldson.pdf,
"Donaldson, Susan Grube",1994,Enhancement Of Photodegradation Of Pesticides By Transport Upward In Evaporating Water,,,https://search.proquest.com/docview/304126966?accountid=452
"Dong, Yayi",1990,An Experimental Study Of Electric Charging During Ice Growth And Evaporation,,,https://search.proquest.com/docview/303858085?accountid=452
"Donovan, Diane E.",1991.0,"Neotectonics of the southern Amargosa Desert, Nye County, Nevada and Inyo County, California",2755.0,"Mackay174_Donovan.pdf, Mackay174_Donovan_map_0001.jpg, Mackay174_Donovan_map_0002.jpg, Mackay174_Donovan_map_0003.jpg, Mackay174_Donovan_map_0004.jpg,  Mackay174_Donovan_map_0005.jpg",http://search.proquest.com/docview/303985603/abstract?accountid=452
"Donovan, Diane Elizabeth",1991,"Neotectonics Of The Southern Amargosa Desert, Nye County, Nevada And Inyo County, California",,,https://search.proquest.com/docview/303985603?accountid=452
"Doorenbos, Dirk Stephen",1991,Water Balance Computation Methods For Evaluation Of Remote Watersheds Within The Great Basin,,,https://search.proquest.com/docview/303950844?accountid=452
"Doran, Peter Terence",1996,Paleolimnology Of Perenially Ice-Covered Antarctic Oasis Lakes,,,https://search.proquest.com/docview/304281068?accountid=452
"Dotson, Karen E.",2010,"Geochemical Analysis Of Calcium Carbonate Cementation And Its Role In Reducing Loss Rates Along Snake Creek, Southern Snake Valley, White Pine County, Nevada",,,https://search.proquest.com/docview/755054961?accountid=452
"Dowden, John E.",1981.0,"Numerical simulation of artificial recharge in Cold Spring Valley, Nevada",1548.0,"Mackay175_Dowden.pdf, Mackay175_Dowden_map_0001.jpg",
"Dowden, John Edward",1981,"Numerical Simulation Of Artificial Recharge In Cold Spring Valley, Nevada.",,,https://search.proquest.com/docview/303155307?accountid=452
"Doyle, Georgia Ann",1993.0,Selenium in eastern Sierra Nevada river systems,3182.0,Mackay176_Doyle.pdf,
"Doyle, Georgia Ann",1993,Selenium In Eastern Sierra Nevada River Systems,,,https://search.proquest.com/docview/304040524?accountid=452
"Doyle, Jessica B.",2007,"Geology And Structure Of Winters Creek, Jerritt Canyon District, Elko County, Nevada",,,https://search.proquest.com/docview/304828114?accountid=452
"Dragila, Maria Ines",1999,A New Theory For Transport In Unsaturated Fractures: Free Surface Film Flows,,,https://search.proquest.com/docview/304512167?accountid=452
"Drakos, Peter S.",2007,Tertiary Stratigraphy And Structure Of The Southern Lake Range Northwest Nevada: Assessment Of Kinematic Links Between Strike-Slip And Normal Faults In The Northern Walker Lane,,,https://search.proquest.com/docview/304827779?accountid=452
"Drexler, Heidi L.",2010,"A Comparison Of Geochemistry, Carbonate Mineralogy, And Argillic Alteration Between The Dome Prospect And The Main Gold Resource Of The Donlin Creek Project In Southwest Alaska",,,https://search.proquest.com/docview/501771983?accountid=452
"Drivas, Evan Peter",1986,Sampling Schedules For Tahoe Basin Streams During Snowmelt (Nevada),,,https://search.proquest.com/docview/303512675?accountid=452
"Drowley, David ",1973.0,"A detailed stratigraphic study of the Battle Formation, north-central Nevada",783.0,"Mackay177_Drowley.pdf, Mackay177_Drowley_map_0001.jpg, Mackay177_Drowley_map_0002.jpg",
"Drumheller, Richard Ernest",1978.0,"The petrochemistry of the allanite bearing granitoids, Red Rock area, Washoe County, Nevada",1243.0,"Mackay178_Drumheller.pdf, Mackay178_Drumheller_map_0001.jpg",http://search.proquest.com/docview/302884448/citation/352056BE49CE4A63PQ/1?accountid=452
"Drumheller, Richard Ernest",1978,"The Petrochemistry Of The Allanite-Bearing Granitoids, Red Rock Area, Washoe County, Nevada.",,,https://search.proquest.com/docview/302884448?accountid=452
"Du, Hanbin",1995,A Critical Assessment Of Some Widely Used Rock Mechanics Tests,,,https://search.proquest.com/docview/304212377?accountid=452
"Duckworth, Ian John",1993.0,A heat balance study for a mechanized cut-and-fill stope,3088.0,Mackay179_Duckworth.pdf,
"Duckworth, Ian John",1993,A Heat Balance Study For A Mechanized Cut-And-Fill Stope,,,https://search.proquest.com/docview/304046535?accountid=452
"Dunaway, Donette Lynn",1992,The Effect Of Herbaceous Plant Communities And Soil Textures On Particle Erosion Of Alluvial Streambanks,,,https://search.proquest.com/docview/303994253?accountid=452
"Dunn, Anthony Charles",1973.0,"The geomorphological base to economic change in Lassen County, California",757.0,Mackay180_DunnA.pdf,
"Dunn, Mildred Carneal",1977.0,The relationship of isostacy to the preservation of playas in the Great Basin,1173.0,"Mackay181_DunnM.pdf, Mackay181_DunnM_map_0001.jpg",
"Dunn, Mildred Carneal",1977,The Relationship Of Isostasy To The Preservation Of Playas In The Great Basin.,,,https://search.proquest.com/docview/302849378?accountid=452
"Duran, Darin ",1993.0,"The Meadow Mountain landslide complex, Eagle County, Colorado",3087.0,"Mackay182_Duran.pdf, Mackay182_Duran_map_0001.jpg, Mackay182_Duran_map_0002.jpg",http://search.proquest.com/docview/304051934/abstract?accountid=452
"Duran, Darin Ray",1993,"The Meadow Mountain Landslide Complex, Eagle County, Colorado",,,https://search.proquest.com/docview/304051934?accountid=452
"Duren, Fred Kenneth",1970.0,Optimizing flood control allocation for a multipurpose reservoir,454.0,Mackay183_Duren.pdf,
"Durham, Mary Case",1987,"A Comparative Case Study Of North American Postindustrial Cities: San Francisco, California And Vancouver, British Columbia",,,https://search.proquest.com/docview/303483569?accountid=452
"Duru, Naci",2014,Pressure Cyanidation,,,https://search.proquest.com/docview/1655362181?accountid=452
"Duttweiler, Karen A. ",1985.0,"Geology and geochemistry of the Broken Ridge area, southern Wah Wah Mountains, Iron County, Utah",1942.0,"Mackay184_Duttweiler.pdf, Mackay184_Duttweiler_map_0001.jpg",
"Duttweiler, Karen A.",1985,"Geology And Geochemistry Of The Broken Ridge Area, Southern Wah Wah Mountains, Iron County, Utah (Tin-Bearing, Topaz-Bearing, High-Fluorine)",,,https://search.proquest.com/docview/303352071?accountid=452
"Edwards, Joel H.",2013,"Structural Controls Of The Neal Hot Springs Geothermal System, Eastern Oregon",,,https://search.proquest.com/docview/1416344771?accountid=452
"Edwards, John ",1974.0,The effect of pH on the bacterial oxidation of arsenic sulfide,886.0,Mackay185_Edwards.pdf,
"Ehrlinger, Henry Phillip",1956.0,Comparison between xanthate and dithiocarbamate for the collection of sulphide mineral,Tm Eh33,Mackay186_Ehrlinger.pdf,
"Eisert, James Edward",1998,A Hydrologic Analysis Of An Alluvial Aquifer Located In The Central Valley Of California,,,https://search.proquest.com/docview/304439878?accountid=452
"Eisinger, V. John ",1960.0,"Geology of the Prison Hill-Brunswick Canyon area, Ormsby and Douglas Counties, Nevada",Tm Ei36,"Mackay187_Eisinger.pdf, Mackay187_Eisinger_map_0001.jpg",
"Eissa, Mustafa",2012,"Groundwater Resource Sustainability In Wadi Watir Watershed, Sinai, Egypt",,,https://search.proquest.com/docview/1095360944?accountid=452
"Eisses, Amy",2012,"New Constraints On Slip-Rates, Recurrence Intervals, And Strain Partitioning Beneath Pyramid Lake, Nevada",,,https://search.proquest.com/docview/1022626257?accountid=452
"Eissmann, Linda Johanna",1990.0,Eolian sand transport in western Nevada: applications of Landsat TM imagery,2649.0,"Mackay188_Eissmann.pdf, Mackay188_Eissmann_map_0001.jpg, Mackay188_Eissmann_map_0002.jpg, Mackay188_Eissmann_map_0003.jpg, Mackay188_Eissmann_map_0004.jpg, Mackay188_Eissmann_map_0005.jpg, Mackay188_Eissmann_map_0006.jpg, Mackay188_Eissmann_map_0007.jpg, Mackay188_Eissmann_map_0008.jpg, Mackay188_Eissmann_map_0009.jpg, Mackay188_Eissmann_map_0010.jpg, Mackay188_Eissmann_map_0011.jpg, Mackay188_Eissmann_map_0012.jpg, Mackay188_Eissmann_map_0013.jpg, Mackay188_Eissmann_map_0013a.jpg, Mackay188_Eissmann_map_0014.jpg, Mackay188_Eissmann_map_0014a.jpg, Mackay188_Eissmann_map_0015.jpg, Mackay188_Eissmann_map_0016.jpg",
"Eissmann, Linda Johanna",1990,Eolian Sand Transport In Western Nevada: Applications Of Landsat Tm Imagery,,,https://search.proquest.com/docview/303864855?accountid=452
"Ekins, Gregory John",1996,Land Use Planning Scenarios For Aggregate Site Location,,,https://search.proquest.com/docview/304282708?accountid=452
"Elfass, Sherif Ahmed",1997,Permeability Changes In Soil Due To Fill Loading And Its Effect On The Groundwater Flow Regime,,,https://search.proquest.com/docview/304357790?accountid=452
"Elliott, Charles S., Jr.",1985,"Hydrologic Processes And Mid-Winter Recharge In A Sierra Nevada Watershed (Soil Thermal, Groundwater, Snow)",,,https://search.proquest.com/docview/303353535?accountid=452
"Elston, Robert G., Jr.",2003,A Re-Analysis Of Great Basin Mountains As Islands: Implications Of Island Configuration,,,https://search.proquest.com/docview/250276030?accountid=452
"Emert, Glen Paul",1996,"Laboratory Development And Testing Of The Thermal Probe Method, Called Reka, For The In Situ Measurement Of Thermal Conductivity, Diffusivity, And Convective Effects",,,https://search.proquest.com/docview/304252895?accountid=452
"Emme, David H. ",1986.0,"Delineation of subsurface flow in the Upper Meadow Valley Wash area, southeastern Nevada",2154.0,Mackay201_Emme.pdf,
"Emme, David H.",1986,"Delineation Of Subsurface Flow In The Upper Meadow Valley Wash Area, Southeastern Nevada",,,https://search.proquest.com/docview/303503476?accountid=452
"Engelhardt, Blake Meneken",2009,Geomorphic Controls On Great Basin Riparian Vegetation At The Watershed And Process Zone Scales,,,https://search.proquest.com/docview/304947425?accountid=452
"Engle, Mark Alan",2003,The Mobility Of Mercury In Epithermal Mercury Deposits In An Arid Environment,,,https://search.proquest.com/docview/250254868?accountid=452
"Ennis, John Owen",1992.0,The development of a checklist for mine design software acquisition through an investigation of current practices and technology,3035.0,Mackay189_Ennis.pdf,
"Ennis, John Owen",1992,The Development Of A Checklist For Mine Design Software Aquisition Through An Investigation Of Current Practices And Technology,,,https://search.proquest.com/docview/303986209?accountid=452
"Ericson, Norman John ",1939.0,"The llocos Norte manganese deposits and especially the Siec group of the llocos Manganese Mining Company, located in the Commonwealth of the Philippines",Tm Er68,Mackay190_Ericson.pdf,
"Erikson, Susan J.",1988.0,Thermometry as a tool for determining the hydrologic properties of the vadose zone,2436.0,Mackay191_Erikson.pdf,
"Eskew-Herrmann, Heidi Marie",2003,"Brownfields: Shades Of Brown. A Redevelopment Vision, From Contamination To Cleanup: A Summary And Analysis Of Brownfields Legislation And Implementation At The Federal Level And In The States Of Nevada, California And Arizona",,,https://search.proquest.com/docview/250313651?accountid=452
"Evashko, Anna Helen",1982.0,Evidence for magma mixing in selected volcanic rock of northwestern Nevada,1624.0,Mackay192_Evashko.pdf,
"Evashko, Anna Helen",1982,Evidence For Magma Mixing In Selected Volcanic Rocks Of Northwestern Nevada.,,,https://search.proquest.com/docview/303223986?accountid=452
"Evrensel, Necla",1989,Land Use Planning And Control Of Air Pollution,,,https://search.proquest.com/docview/303706658?accountid=452
"Fabbi, Brent P.",1965.0,The occurrence of barium and strontium in typical Nevada gypsum,Tm F113,Mackay193_Fabbi.pdf,
"Fairfax, Vella Lindsay",1979,"Demonstration And Defense Of The Importance Of Geology In Urban Planning In The Carson City, Nevada Area.",,,https://search.proquest.com/docview/194148257?accountid=452
"Fallacaro, Alicia",2003,Spectral And Geochemical Characteristics Of Lake Superior Type Banded Iron Formation: Analog To The Martian Hematite Outcrops,,,https://search.proquest.com/docview/250710621?accountid=452
"Fang, Kaiyou ",1994.0,Microhardness anisotrophy and the indentation size effect (ISE) of ten cubic single crystals on their (100) planes,3444.0,Mackay194_FangK.pdf,
"Fang, Kaiyou",1994,Microhardness Anistropy And The Indentation Size Effect(Ise) Of Ten Cubic Single Crystals On Their (100) Planes,,,https://search.proquest.com/docview/304142879?accountid=452
"Fang, Ming ",1992.0,Solubility of zinc in the Merrill-Crowe process,3057.0,Mackay195_FangM.pdf,http://search.proquest.com/docview/304000332/abstract?accountid=452
"Fang, Ming",1992,Solubility Of Zinc In The Merrill-Crowe Process,,,https://search.proquest.com/docview/304000332?accountid=452
"Fanning, David James ",1982.0,"Metamorphism and tungsten mineralization in the Nightingale Range, Pershing County, Nevada",1655.0,"Mackay196_Fanning.pdf, Mackay196_Fanning_map_0001.jpg, Mackay196_Fanning_map_0002.jpg, Mackay196_Fanning_map_0003.jpg, Mackay196_Fanning_map_0004.jpg, Mackay196_Fanning_map_0005.jpg, Mackay196_Fanning_map_0006.jpg, Mackay196_Fanning_map_0007.jpg",
"Fanning, David James",1982,"Metamorphism And Tungsten Mineralization In The Nightingale Range, Pershing County, Nevada.",,,https://search.proquest.com/docview/303068435?accountid=452
"Farnham, Irene Marie",2001,Characterization Of Ground Water Using Trace Element Chemistry And Multivariate Statistical Analysis,,,https://search.proquest.com/docview/304711911?accountid=452
"Farnsworth, Harmony Ann",2011,Eastern Truckee Meadows Groundwater Interactions With The Truckee River,,,https://search.proquest.com/docview/894740729?accountid=452
"Farsad, Ebrahim ",1975.0,Proposed mine design of Chehel-Koureh ore deposit,1140.0,Mackay197_Farsad.pdf,
"Farsad, Ebrahim",1977,Proposed Mine Design Of Chehel-Koureh Ore Deposit.,,,https://search.proquest.com/docview/302864604?accountid=452
"Faulkner, Barton Richard",1996,Soil Chemistry And Hydrodynamics Of Irrigation With Drainwater,,,https://search.proquest.com/docview/304284328?accountid=452
"Federici, James M. ",1977.0,Statistical design of hydrologic data networks,1194.0,"Mackay198_Federici.pdf, Mackay198_Federici_map_0001.jpg",
"Federici, James M.",1977,Statistical Design Of Hydrologic Data Networks.,,,https://search.proquest.com/docview/302861533?accountid=452
"Feeney, Thomas Aquinas",1987.0,A deuterium- calibrated groundwater flow model of western Nevada Test Site and vicinity,2173.0,Mackay199_Feeney.pdf,
"Feeney, Thomas Aquinas",1987,A Deuterium-Calibrated Groundwater Flow Model Of Western Nevada Test Site And Vicinity,,,https://search.proquest.com/docview/303488978?accountid=452
"Feinson, Lawrence Steven",2001,The Effects Of Sea Level Rise On Coastal Aquifers,,,https://search.proquest.com/docview/194157363?accountid=452
"Feldman, Sandra C.",1988.0,"Investigation of geology and hydrothermal alteration using detailed field mapping and high-resolution remote sensing data: Hot Creek Range, Nevada",2347.0,"Mackay200_Feldman.pdf, Mackay200_Feldman_map_0001.jpg, Mackay200_Feldman_map_0002.jpg, Mackay200_Feldman_map_0003.jpg, Mackay200_Feldman_map_0004.jpg",
"Feldman, Sandra C.",1988,"Investigation Of Geology And Hydrothermal Alteration Using Detailed Field Mapping And High-Resolution Remote Sensing Data: Hot Creek Range, Nevada",,,https://search.proquest.com/docview/303711602?accountid=452
"Felling, Danielle C.",2015,"Paleoindian Settlement Strategies Across Time And Space In The Northwestern Great Basin: Lithic Technological Organization At Last Supper Cave, Nevada",,,https://search.proquest.com/docview/1697862013?accountid=452
"Fennema, Scott J.",2013,Unregulated Water Source On The Navajo Nation: Assessing Risk Of Unregulated Water Supplies And Optimal Placement Of Regulated Water Supply Points,,,https://search.proquest.com/docview/1445979258?accountid=452
"Fenske, Jon Paul",1990.0,"Erosion control and water quality in the Tahoe Basin, California - Nevada",2693.0,Mackay202_Fenske.pdf,
"Fenske, Jon Paul",1990,Erosion Control And Water Quality In The Tahoe Basin California-Nevada,,,https://search.proquest.com/docview/303868053?accountid=452
"Fereday, Wyatt",2013,Dating Groundwater Using Dissolved Organic Carbon And Estimating Flow Path Travel Times In Southern Nevada Aquifers,,,https://search.proquest.com/docview/1445975956?accountid=452
"Ferranto, Shasta P.",2006,Conservation Of Mule Deer In The Eastern Sierra Nevada,,,https://search.proquest.com/docview/305275959?accountid=452
"Ferrell, Gail Small",2013,"Winter Recreation Management Of Western United States Public Lands: Ethics, Evolution, And Choices",,,https://search.proquest.com/docview/1415919998?accountid=452
"Ferrone, Kenneth Charles",1989.0,The long-term failure characteristics of overconsolidated clay shales in the Mount Diablo region,2580.0,Mackay203_Ferrone.pdf,http://search.proquest.com/docview/303842170/abstract?accountid=452
"Ferrone, Kenneth Charles",1990,The Long-Term Failure Characteristics Of Overconsolidated Clay Shales In The Mount Diablo Region,,,https://search.proquest.com/docview/303842170?accountid=452
"Ferry, Molly Jean",2010,"Relationships Among Hydrogeomorphic Processes And The Distribution, Age And Stand Characteristics Of Woody Species In Great Basin Upland Riparian Areas",,,https://search.proquest.com/docview/755054974?accountid=452
"Fezie, Glenn Stephen",1980.0,The upper mantle velocity and crustal structure in the Basin and Range province,1406.0,Mackay204_Fezie.pdf,
"Fezie, Glenn Stephen",1980,The Upper Mantle Velocity And Crustal Structure In The Basin And Range Province.,,,https://search.proquest.com/docview/302988716?accountid=452
"Field, Traevis L.",2014,Quantifying The Pre-Archaic To Archaic Transition: A Study Of Movement And Land-Use In The Old River Bed Of Western Utah,,,https://search.proquest.com/docview/1655362456?accountid=452
"Fielder, Aaron Franklin",2000,"Unsettling Of The West. The Demise Of Cities In Washoe County, Nevada: 1845–1945",,,https://search.proquest.com/docview/304629548?accountid=452
"Findley, David Paul",1984.0,"Late Cenozoic tectonic deformation along the northern White Mountains, Mono and Inyo Counties, California",2019.0,"Mackay205_Findley.pdf, Mackay205_Findley_map_0001.jpg, Mackay205_Findley_map_0002.jpg, Mackay205_Findley_map_0003.jpg, Mackay205_Findley_map_0004.jpg, Mackay205_Findley_map_0005.jpg, Mackay205_Findley_map_0006.jpg",
"Findley, David Paul",1985,"Late Cenozoic Tectonic Deformation Along The Northern White Mountains, Mono And Inyo Counties, California (Holocene, Seismic Gap, Stress Migration)",,,https://search.proquest.com/docview/303397992?accountid=452
"Fink, Richard Christopher",1979.0,"Late Cenozoic tectonic features in glacial sediments, Owens Valley, California",1392.0,Mackay206_Fink.pdf,
"Fink, Richard Christopher",1979,"Late Cenozoic Tectonic Features In Glacial Sediments Owens Valley, California.",,,https://search.proquest.com/docview/302938951?accountid=452
"Finn, Dale Robert",1987.0,"Geology and ore deposits of the Hayden Hill district, Lassen County, California",2296.0,"Mackay207_Finn.pdf, Mackay207_Finn_map_0001a.jpg, Mackay207_Finn_map_0001b.jpg, Mackay207_Finn_map_0002.jpg, Mackay207_Finn_map_0003.jpg, Mackay207_Finn_map_0004.jpg, Mackay207_Finn_map_0005.jpg",
"Finn, Dale Robert",1988,"Geology And Ore Deposits Of The Hayden Hill District, Lassen County, California",,,https://search.proquest.com/docview/303566172?accountid=452
"Fischer, Jeffrey M. ",1988.0,"Streamflow infiltration and groundwater recharge through the unsaturated zone at Vicee Canyon, Nevada",2315.0,Mackay208_Fischer.pdf,
"Fischer, Jeffrey M.",1988,"Streamflow Infiltration And Groundwater Recharge Through The Unsaturated Zone At Vicee Canyon, Nevada",,,https://search.proquest.com/docview/303697032?accountid=452
"Fisher, Galen Reid, Jr.",1992.0,The Mount Tallac roof pendant and its implications for the role of the Sailor Canyon Basin in Jurassic cordilleran tectonics,3061.0,"Mackay210_FisherJr.pdf, Mackay210_FisherJr_map_0002.jpg, Mackay210_FisherJr_map_0003.jpg",http://search.proquest.com/docview/303994136?pq-origsite=summon&accountid=452
